audio,output,flag,username,timestamp
C:\Users\Anuj Bohra\Desktop\PostStudio\whisper_transcription\flagged\audio\949325ecb485615824f0db69e965682e4f33ca06\tmpk12pocjl.wav,,,,2024-09-17 15:39:28.024346
